BeerID,Style,OG,ABV,IBU,Color,BoilTime,BoilGravity,Efficiency,BrewMethod
12865,American Pale Ale,1.05,5.36,37.86,3.86,90,1.0490000000000002,75.0,All Grain
12868,American Pale Ale,1.047,4.98,32.26,5.39,60,1.04,74.0,BIAB
12872,American IPA,1.034,3.39,47.03,3.38,75,1.034,75.0,All Grain
12875,American Pale Ale,1.045,4.86,33.65,5.27,60,1.045,65.0,BIAB
12876,American IPA,1.061,6.21,61.33,7.97,60,1.047,70.0,All Grain
12884,American Pale Ale,1.061,6.47,52.39,6.08,60,1.047,70.0,All Grain
12885,American Pale Ale,1.051,5.05,41.42,4.41,90,1.064,70.0,All Grain
12887,American Pale Ale,1.065,6.7,19.21,7.2,60,1.052,70.0,All Grain
12889,American Pale Ale,1.055,5.52,37.7,8.87,60,1.04,55.0,All Grain
12890,American IPA,1.067,6.57,82.4,9.6,90,1.056,70.0,All Grain
12891,American IPA,1.054,5.72,52.1,10.42,90,1.0390000000000001,60.0,BIAB
12892,American Pale Ale,1.063,6.86,40.09,6.0,60,1.0490000000000002,70.0,BIAB
12895,American Pale Ale,1.051,4.92,23.74,9.5,60,1.047,75.0,All Grain
12897,American Pale Ale,1.061,5.76,47.02,4.96,90,1.0390000000000001,70.0,BIAB
12899,American Pale Ale,1.046,4.95,52.52,6.86,60,1.042,70.0,BIAB
12910,American Pale Ale,1.046,4.88,52.41,4.54,60,1.031,70.0,BIAB
12914,American IPA,1.0659999999999998,6.39,83.82,15.19,60,1.054,66.0,All Grain
12918,American Pale Ale,1.047,4.95,46.85,4.91,60,1.04,70.0,BIAB
12921,American Pale Ale,1.0590000000000002,5.98,36.19,9.13,90,1.045,75.0,All Grain
12922,American Pale Ale,1.052,5.8,31.43,5.62,60,1.038,74.0,All Grain
12932,American Pale Ale,1.045,4.69,30.67,4.99,60,1.038,70.0,All Grain
12937,American IPA,1.063,5.98,50.02,4.11,60,1.048,70.0,All Grain
12945,American IPA,1.047,4.76,63.64,4.8,60,1.028,70.0,All Grain
12949,American IPA,1.072,6.54,52.77,17.94,60,1.074,70.0,All Grain
12950,American IPA,1.057,6.38,94.04,9.14,60,1.048,65.0,All Grain
12954,American IPA,1.0659999999999998,7.23,93.14,7.73,60,1.052,66.0,All Grain
12960,American IPA,1.065,6.83,0.0,37.55,60,1.057,82.0,All Grain
12963,American Pale Ale,1.067,7.05,69.49,9.34,60,1.044,65.0,BIAB
12964,American Pale Ale,1.046,4.96,33.89,6.42,15,1.042,70.0,BIAB
12969,American Pale Ale,1.052,5.69,38.57,9.21,60,1.043,75.0,BIAB
12978,American IPA,1.065,6.64,75.03,11.89,90,1.052,75.0,All Grain
12979,American IPA,1.102,10.21,64.58,13.24,60,1.085,60.0,All Grain
12984,American Pale Ale,1.05,5.51,49.94,5.0,60,1.037,70.0,BIAB
12986,American IPA,1.03,3.01,0.0,7.72,60,1.024,35.0,All Grain
12988,American IPA,1.05,5.06,17.63,5.2,60,1.038,68.0,All Grain
12990,American IPA,1.069,7.17,73.65,6.12,60,1.05,70.0,All Grain
12994,American IPA,1.0659999999999998,6.45,56.77,3.37,60,1.052,85.0,All Grain
12997,American IPA,1.062,6.09,51.16,6.19,60,1.052,70.0,All Grain
13007,American Pale Ale,1.071,6.95,56.34,9.8,60,1.0590000000000002,70.0,All Grain
13011,American IPA,1.064,6.79,62.99,9.38,90,1.045,75.0,All Grain
13018,American IPA,1.069,6.72,0.0,6.47,90,1.046,70.0,All Grain
13019,American Pale Ale,1.06,5.63,26.4,6.13,60,1.044,75.0,All Grain
13021,American IPA,1.0590000000000002,6.0,64.56,7.95,60,1.117,35.0,extract
13028,American IPA,1.062,6.39,61.93,4.5,30,1.056,70.0,BIAB
13030,American IPA,1.028,2.74,140.47,10.76,60,1.034,35.0,All Grain
13031,American IPA,1.068,6.81,69.78,6.68,60,1.0590000000000002,67.0,BIAB
13038,American IPA,1.0659999999999998,7.0,131.95,9.6,60,1.0490000000000002,75.0,BIAB
13053,American Pale Ale,1.052,5.24,30.39,2.25,60,1.095,35.0,extract
13056,American IPA,1.058,6.04,54.87,10.91,60,1.043,80.0,All Grain
13069,American IPA,1.06,6.44,71.77,6.21,60,1.042,65.0,All Grain
13073,American Pale Ale,1.0590000000000002,5.3,46.67,7.55,60,1.085,35.0,extract
13074,American IPA,1.062,6.29,94.59,42.16,60,1.055,70.0,All Grain
13077,American Pale Ale,1.058,6.08,54.28,11.92,60,1.044,68.0,BIAB
13099,American IPA,1.069,6.94,65.8,35.69,60,1.055,75.0,All Grain
13106,American IPA,1.065,5.97,68.93,8.09,60,1.054,83.0,BIAB
13109,American IPA,1.06,6.34,64.69,11.42,75,1.053,85.0,BIAB
13110,American IPA,1.081,7.95,56.23,40.0,90,1.064,70.0,All Grain
13120,American IPA,1.095,10.57,151.33,9.35,90,1.07,70.0,All Grain
13125,American Pale Ale,1.058,5.69,69.98,8.56,60,1.041,57.0,All Grain
13130,American Pale Ale,1.045,4.78,31.01,10.15,60,1.0859999999999999,35.0,extract
13136,American IPA,1.058,5.96,63.3,11.6,60,1.045,70.0,BIAB
13140,American Pale Ale,1.057,5.09,34.35,12.21,90,1.035,70.0,All Grain
13144,American Pale Ale,1.051,5.41,47.12,4.52,60,1.043,75.0,All Grain
13147,American IPA,1.057,6.04,69.72,4.4,60,1.046,70.0,All Grain
13151,American IPA,1.0659999999999998,6.96,61.98,8.14,60,1.055,70.0,All Grain
13156,American Pale Ale,1.081,7.96,48.22,9.92,60,1.0590000000000002,70.0,All Grain
13158,American Pale Ale,1.06,6.09,43.72,6.61,60,1.048,75.0,BIAB
13160,American IPA,1.057,5.58,53.63,6.39,90,1.048,70.0,All Grain
13161,American IPA,1.0659999999999998,6.5,32.99,12.45,60,1.044,70.0,All Grain
13164,American IPA,1.065,7.13,76.5,9.35,60,1.056,80.0,All Grain
13174,American IPA,1.057,5.74,55.29,3.92,60,1.052,72.0,All Grain
13178,American IPA,1.057,6.16,97.1,5.66,90,1.041,71.0,All Grain
13179,American IPA,1.063,6.69,64.1,8.66,60,1.046,75.0,All Grain
13180,American Pale Ale,1.0490000000000002,4.81,479.91,4.43,60,1.045,75.0,All Grain
13182,American IPA,1.0659999999999998,6.98,70.02,12.13,60,1.06,75.0,All Grain
13184,American IPA,1.064,7.19,92.1,10.91,90,1.047,67.0,All Grain
13185,American IPA,1.068,6.72,70.63,14.33,60,1.055,35.0,extract
13188,American IPA,1.063,6.21,69.85,8.48,60,1.042,70.0,extract
13195,American IPA,1.056,5.94,65.75,5.1,60,1.041,70.0,All Grain
13196,American Pale Ale,1.046,4.63,20.59,6.34,60,1.033,54.0,All Grain
13205,American IPA,1.056,5.45,101.33,3.83,60,1.043,75.0,All Grain
13212,American IPA,1.068,6.54,56.94,5.2,60,1.055,70.0,extract
13215,American IPA,1.0590000000000002,6.23,116.98,4.47,60,1.044,85.0,extract
13221,American Pale Ale,1.053,4.94,34.15,5.09,60,1.035,70.0,All Grain
13226,American Pale Ale,1.073,6.87,73.15,5.67,60,1.048,75.0,All Grain
13227,American IPA,1.075,7.09,85.89,5.64,60,1.065,25.0,extract
13233,American IPA,1.07,7.24,110.96,6.1,60,1.05,71.0,All Grain
13238,American Pale Ale,1.056,5.67,39.21,8.27,60,1.041,75.0,All Grain
13247,American Pale Ale,1.0490000000000002,5.2,41.28,8.89,60,1.037,71.0,All Grain
13254,American Pale Ale,1.0490000000000002,4.62,36.46,4.83,60,1.043,68.0,BIAB
13255,American IPA,1.053,5.09,58.91,6.17,60,1.042,70.0,BIAB
13261,American IPA,1.07,7.08,63.28,11.38,60,1.054,77.0,All Grain
13269,American IPA,1.067,6.9,69.25,6.74,75,1.037,68.0,All Grain
13272,American IPA,1.058,6.37,68.78,8.59,60,1.052,70.0,BIAB
13273,American Pale Ale,1.0490000000000002,4.82,52.14,5.56,20,1.045,35.0,extract
13280,American IPA,1.064,6.03,63.47,11.31,60,1.1059999999999999,35.0,Partial Mash
13282,American IPA,1.07,6.94,42.75,9.26,60,1.063,84.0,BIAB
13283,American Pale Ale,1.06,6.41,50.13,8.61,60,1.048,90.0,All Grain
13292,American Pale Ale,1.055,4.65,38.08,5.42,60,1.045,60.0,BIAB
13294,American IPA,1.052,5.5,66.94,7.93,60,1.043,69.0,All Grain
13295,American IPA,1.071,6.13,119.94,7.2,60,1.119,35.0,extract
13304,American Pale Ale,1.047,4.53,25.72,3.34,60,1.03,70.0,All Grain
13306,American IPA,1.046,4.75,47.53,8.52,60,1.0390000000000001,57.0,All Grain
13317,American IPA,1.062,6.56,74.76,12.9,60,1.045,71.0,BIAB
13325,American IPA,1.061,5.52,58.32,8.47,90,1.054,70.0,All Grain
13328,American Pale Ale,1.052,5.33,39.4,5.38,40,1.047,95.0,All Grain
13336,American IPA,1.058,6.14,72.79,6.94,30,1.072,35.0,extract
13351,American IPA,1.072,6.81,72.13,6.98,60,1.052,75.0,All Grain
13354,American Pale Ale,1.053,5.53,45.29,8.86,90,1.043,75.0,All Grain
13360,American IPA,1.0659999999999998,7.24,45.43,18.31,90,1.058,85.0,All Grain
13366,American Pale Ale,1.051,5.09,40.54,11.15,60,1.016,75.0,Partial Mash
13372,American IPA,1.067,6.72,59.67,8.15,90,1.054,75.0,BIAB
13377,American Pale Ale,1.068,6.51,61.93,7.25,60,1.051,75.0,BIAB
13388,American IPA,1.067,7.16,75.98,4.89,60,1.0490000000000002,35.0,extract
13395,American IPA,1.054,5.28,131.43,17.2,60,1.046,70.0,BIAB
13404,American IPA,1.0659999999999998,7.01,58.78,10.54,90,1.053,70.0,All Grain
13406,American IPA,1.075,7.56,81.78,24.06,60,1.055,70.0,All Grain
13412,American Pale Ale,1.054,5.61,42.11,4.23,60,1.046,70.0,All Grain
13415,American IPA,1.058,5.53,65.45,6.59,75,1.046,65.0,All Grain
13418,American Pale Ale,1.042,4.53,30.5,4.86,90,1.037,75.0,BIAB
13422,American Pale Ale,1.0490000000000002,4.67,35.39,5.01,70,1.045,80.0,BIAB
13425,American Pale Ale,1.0590000000000002,5.32,44.26,15.01,60,1.053,70.0,All Grain
13445,American IPA,1.0659999999999998,6.08,48.39,8.03,60,1.062,70.0,All Grain
13446,American Pale Ale,1.058,6.12,69.63,7.79,60,1.1059999999999999,35.0,extract
13447,American IPA,1.058,6.43,85.54,7.31,90,1.05,70.0,All Grain
13448,American IPA,1.0659999999999998,7.81,64.0,4.82,90,1.055,75.0,All Grain
13452,American Pale Ale,1.043,4.52,25.41,4.34,60,1.035,70.0,All Grain
13456,American Pale Ale,1.048,5.23,41.05,5.24,70,1.04,74.0,All Grain
13458,American IPA,1.072,7.13,73.85,6.11,90,1.041,75.0,BIAB
13469,American IPA,1.07,6.86,234.59,8.33,60,1.052,70.0,BIAB
13472,American IPA,1.062,6.53,45.43,10.15,60,1.05,70.0,All Grain
13481,American IPA,1.064,6.31,40.14,4.12,60,1.047,75.0,BIAB
13482,American IPA,1.087,8.26,108.96,15.41,60,1.064,80.0,All Grain
13484,American Pale Ale,1.062,6.05,52.47,7.24,90,1.0490000000000002,70.0,All Grain
13485,American IPA,1.064,6.39,57.8,7.98,100,1.043,70.0,All Grain
13486,American IPA,1.084,8.27,324.22,4.38,60,1.084,70.0,All Grain
13487,American IPA,1.052,5.68,49.37,5.86,60,1.046,66.0,All Grain
13501,American Pale Ale,1.055,5.46,42.11,5.97,75,1.041,75.0,All Grain
13510,American Pale Ale,1.054,5.88,36.38,10.03,60,1.045,70.0,All Grain
13515,American IPA,1.0590000000000002,6.27,67.56,8.92,60,1.045,70.0,BIAB
13518,American IPA,1.061,5.99,62.89,8.51,60,1.051,70.0,All Grain
13521,American IPA,1.048,5.13,41.47,6.24,60,1.036,55.0,All Grain
13522,American IPA,1.0659999999999998,6.45,63.24,12.38,90,1.051,60.0,All Grain
13536,American Pale Ale,1.057,5.35,30.24,5.61,60,1.044,75.0,BIAB
13537,American IPA,1.061,6.03,63.08,4.31,90,1.05,67.0,All Grain
13539,American Pale Ale,1.056,5.46,50.79,3.59,90,1.037,75.0,All Grain
13546,American Pale Ale,1.056,5.6,34.3,6.76,90,1.041,75.0,All Grain
13547,American Pale Ale,1.063,6.18,58.46,10.71,60,1.046,65.0,BIAB
13556,American IPA,1.101,10.12,87.43,5.1,60,1.072,0.0,extract
13557,American IPA,1.0759999999999998,6.92,113.54,37.23,75,1.074,75.0,Partial Mash
13561,American IPA,1.061,6.67,44.41,7.9,60,1.045,70.0,All Grain
13563,American IPA,1.058,5.65,47.41,6.29,90,1.025,70.0,All Grain
13581,American Pale Ale,1.057,5.52,22.0,4.97,60,1.0490000000000002,60.0,BIAB
13583,American Pale Ale,1.05,5.35,32.74,3.22,60,1.036,80.0,All Grain
13600,American IPA,1.056,5.9,22.73,3.59,45,1.046,75.0,BIAB
13602,American Pale Ale,1.051,5.6,27.27,3.98,60,1.043,68.0,All Grain
13603,American IPA,1.046,3.84,31.65,8.11,60,1.0390000000000001,70.0,All Grain
13605,American IPA,1.107,11.72,51.46,18.37,60,1.0759999999999998,70.0,All Grain
13608,American Pale Ale,1.0490000000000002,5.01,31.02,7.41,60,1.041,70.0,All Grain
13609,American IPA,1.063,6.33,52.37,3.17,30,1.05,35.0,extract
13611,American Pale Ale,1.05,4.76,57.55,2.72,60,1.101,35.0,extract
13612,American Pale Ale,1.043,4.28,10.67,3.98,60,1.125,35.0,extract
13613,American Pale Ale,1.056,5.76,43.62,9.43,60,1.044,70.0,All Grain
13616,American IPA,1.058,5.15,28.68,5.94,60,1.0490000000000002,70.0,All Grain
13618,American IPA,1.057,5.52,61.79,8.73,60,1.041,75.0,BIAB
13624,American IPA,1.061,5.78,67.78,4.78,90,1.061,80.0,All Grain
13625,American Pale Ale,1.06,6.47,43.04,5.1,60,1.055,81.0,BIAB
13639,American IPA,1.054,5.69,51.71,8.56,60,1.0390000000000001,70.0,BIAB
13642,American Pale Ale,1.0490000000000002,4.93,40.11,7.65,60,1.038,60.0,All Grain
13645,American IPA,1.0590000000000002,5.9,86.74,4.86,60,1.0979999999999999,35.0,extract
13646,American IPA,1.0659999999999998,7.16,85.88,9.42,60,1.054,75.0,All Grain
13651,American IPA,1.072,7.36,69.66,5.24,60,1.058,80.0,All Grain
13656,American IPA,1.083,8.2,69.4,13.98,60,1.092,35.0,extract
13657,American IPA,1.061,5.65,51.0,7.44,60,1.045,70.0,All Grain
13660,American Pale Ale,1.055,5.45,42.84,25.19,60,1.055,70.0,Partial Mash
13663,American IPA,1.06,6.04,40.26,8.13,60,1.046,63.0,All Grain
13664,American IPA,1.062,6.18,33.51,7.11,60,1.044,65.0,BIAB
13670,American IPA,1.06,6.5,53.03,9.02,60,1.044,70.0,BIAB
13676,American IPA,1.069,7.12,70.01,7.47,60,1.051,70.0,All Grain
13682,American Pale Ale,1.081,8.55,0.0,12.83,90,1.0590000000000002,70.0,All Grain
13684,American Pale Ale,1.064,5.66,38.01,11.52,90,1.057,75.0,BIAB
13685,American IPA,1.056,5.59,38.35,6.32,60,1.08,70.0,Partial Mash
13690,American IPA,1.065,6.39,77.3,5.86,60,1.045,65.0,All Grain
13700,American Pale Ale,1.065,6.23,61.91,10.43,60,1.062,80.0,All Grain
13712,American IPA,1.07,7.2,68.53,8.59,75,1.068,70.0,All Grain
13713,American IPA,1.07,7.56,139.41,5.7,90,1.053,75.0,All Grain
13715,American Pale Ale,1.063,6.87,51.0,6.01,60,1.04,70.0,All Grain
13729,American IPA,1.0490000000000002,5.44,54.89,5.83,60,1.043,75.0,All Grain
13731,American IPA,1.055,6.07,70.64,5.84,60,1.052,75.0,All Grain
13736,American IPA,1.061,5.96,50.41,5.67,60,1.051,68.0,All Grain
13743,American IPA,1.052,5.52,57.23,5.17,60,1.0390000000000001,75.0,All Grain
13751,American IPA,1.064,6.87,53.86,9.32,60,1.06,75.0,All Grain
13754,American Pale Ale,1.056,5.6,48.46,6.84,60,1.08,35.0,extract
13758,American IPA,1.065,6.51,80.58,11.47,90,1.051,65.0,All Grain
13766,American IPA,1.064,7.03,68.14,10.17,60,1.057,70.0,All Grain
13781,American IPA,1.0590000000000002,5.68,101.09,8.78,60,1.05,60.0,Partial Mash
13787,American IPA,1.07,6.32,87.09,6.4,75,1.128,35.0,extract
13791,American Pale Ale,1.046,4.64,30.69,3.6,60,1.042,75.0,All Grain
13794,American IPA,1.092,9.02,116.71,15.07,90,1.078,65.0,All Grain
13795,American IPA,1.0759999999999998,6.61,101.39,11.7,60,1.052,76.0,BIAB
13799,American IPA,1.06,6.66,70.34,6.95,60,1.0490000000000002,72.0,All Grain
13804,American IPA,1.068,6.87,61.13,7.86,75,1.057,35.0,extract
13806,American IPA,1.065,5.86,36.96,6.51,60,1.081,70.0,Partial Mash
13807,American IPA,1.07,6.86,70.93,13.62,60,1.04,75.0,All Grain
13809,American Pale Ale,1.046,4.95,39.7,5.07,60,1.041,80.0,All Grain
13818,American IPA,1.073,7.31,269.36,5.41,90,1.056,75.0,All Grain
13819,American IPA,1.073,7.59,77.83,9.75,90,1.065,74.0,All Grain
13832,American Pale Ale,1.051,4.79,50.99,4.22,60,1.035,70.0,All Grain
13838,American IPA,1.058,6.4,56.86,4.92,60,1.043,65.0,All Grain
13840,American Pale Ale,1.06,5.94,50.62,6.1,60,1.053,25.0,extract
13845,American IPA,1.06,6.05,58.27,5.65,60,1.075,35.0,Partial Mash
13851,American IPA,1.097,9.38,159.03,6.31,60,1.074,70.0,All Grain
13870,American IPA,1.064,5.1,75.0,7.33,60,1.051,75.0,All Grain
13882,American Pale Ale,1.048,4.91,39.38,5.5,90,1.034,70.0,BIAB
13885,American IPA,1.057,5.61,66.6,8.65,60,1.046,70.0,All Grain
13888,American IPA,1.061,5.56,67.65,9.19,60,1.052,66.0,All Grain
13892,American Pale Ale,1.058,5.84,34.38,5.2,60,1.045,65.0,All Grain
13896,American IPA,1.047,4.84,38.7,5.49,60,1.032,80.0,All Grain
13897,American IPA,1.057,5.82,35.28,4.32,60,1.046,71.0,All Grain
13900,American IPA,1.004,0.42,0.0,0.64,60,1.003,72.0,All Grain
13905,American Pale Ale,1.05,5.4,41.2,5.31,60,1.037,75.0,BIAB
13908,American Pale Ale,1.057,6.09,38.38,5.25,60,1.0390000000000001,35.0,extract
13919,American IPA,1.058,6.25,38.35,7.65,60,1.048,80.0,All Grain
13921,American IPA,1.065,6.94,77.58,7.98,60,1.0859999999999999,35.0,extract
13922,American IPA,1.09,8.5,157.37,6.68,60,1.051,70.0,All Grain
13925,American IPA,1.061,6.03,55.04,29.73,90,1.06,78.0,All Grain
13927,American IPA,1.065,6.42,45.66,8.78,90,1.0490000000000002,75.0,All Grain
13930,American IPA,1.0590000000000002,5.77,55.74,10.34,60,1.05,70.0,All Grain
13934,American Pale Ale,1.046,4.35,32.19,7.35,60,1.037,75.0,All Grain
13936,American Pale Ale,1.047,5.03,47.93,4.93,60,1.037,35.0,extract
13937,American IPA,1.065,6.13,66.98,5.9,60,1.065,35.0,extract
13938,American IPA,1.064,6.83,69.5,7.76,60,1.067,35.0,extract
13940,American IPA,1.08,8.44,116.47,5.21,60,1.068,83.6,All Grain
13947,American IPA,1.065,7.05,53.35,10.2,60,1.0490000000000002,75.0,All Grain
13952,American Pale Ale,1.058,6.24,47.55,5.24,60,1.0390000000000001,75.0,All Grain
13955,American Pale Ale,1.058,5.44,46.8,11.15,60,1.053,70.0,All Grain
13962,American Pale Ale,1.06,5.86,42.53,6.39,90,1.046,75.0,All Grain
13964,American IPA,1.058,6.08,47.1,6.92,60,1.042,73.0,BIAB
13968,American IPA,1.055,5.6,48.42,9.36,20,1.051,60.0,BIAB
13969,American IPA,1.061,6.21,77.04,4.16,60,1.046,67.0,All Grain
13972,American IPA,1.053,5.12,65.36,8.69,60,1.097,35.0,extract
13976,American Pale Ale,1.047,4.65,20.73,4.71,60,1.1059999999999999,35.0,extract
13978,American IPA,1.077,7.33,79.73,4.71,90,1.077,70.0,All Grain
13979,American IPA,1.063,6.15,63.71,14.27,60,1.054,70.0,All Grain
13984,American IPA,1.07,6.69,10.47,10.06,30,1.064,75.0,All Grain
13986,American Pale Ale,1.052,5.5,38.71,8.53,60,1.034,50.0,All Grain
13988,American IPA,1.073,7.27,81.33,38.74,60,1.054,68.0,All Grain
13990,American Pale Ale,1.06,5.92,35.05,13.7,90,1.04,70.0,All Grain
13997,American IPA,1.0979999999999999,9.25,116.18,10.16,60,1.072,70.0,All Grain
14002,American IPA,1.0590000000000002,5.38,66.99,5.91,60,1.05,80.0,All Grain
14004,American IPA,1.052,5.55,46.85,4.16,25,1.065,35.0,extract
14007,American IPA,1.0590000000000002,6.8,36.06,12.76,60,1.05,75.0,All Grain
14014,American IPA,1.045,4.74,82.63,5.21,60,1.045,70.0,All Grain
14026,American IPA,1.064,6.62,56.36,6.3,60,1.056,70.0,All Grain
14029,American Pale Ale,1.05,4.98,42.42,5.35,60,1.041,73.0,All Grain
14040,American Pale Ale,1.06,6.52,43.1,9.35,60,1.051,70.0,All Grain
14044,American IPA,1.069,6.81,49.91,32.05,60,1.056,75.0,BIAB
14046,American Pale Ale,1.054,5.92,51.86,3.59,60,1.045,73.0,BIAB
14052,American IPA,1.052,6.05,44.94,4.15,60,1.04,100.0,extract
14056,American Pale Ale,1.048,4.74,39.85,9.31,75,1.032,60.0,BIAB
14057,American IPA,1.065,7.08,65.74,5.78,60,1.048,58.0,All Grain
14060,American IPA,1.0759999999999998,7.1,95.5,6.5,70,1.068,67.0,All Grain
14063,American IPA,1.061,6.6,39.76,7.75,60,1.054,80.0,All Grain
14065,American IPA,1.067,5.62,58.63,4.33,90,1.0490000000000002,75.0,All Grain
14066,American Pale Ale,1.0590000000000002,6.1,36.45,6.42,60,1.0490000000000002,70.0,BIAB
14078,American IPA,1.05,5.4,67.32,7.35,60,1.0390000000000001,75.0,BIAB
14082,American Pale Ale,1.05,5.34,38.99,5.31,60,1.037,75.0,BIAB
14084,American Pale Ale,1.053,5.51,37.05,5.82,60,1.047,72.0,All Grain
14089,American IPA,1.061,6.55,85.53,7.86,60,1.05,78.0,BIAB
14091,American IPA,1.047,4.46,47.85,12.08,60,1.035,70.0,All Grain
14092,American IPA,1.062,6.5,52.91,8.28,70,1.052,68.0,All Grain
14101,American IPA,1.06,5.97,50.36,5.53,60,1.047,70.0,All Grain
14106,American IPA,1.065,6.37,57.57,11.33,60,1.055,70.0,All Grain
14108,American IPA,1.067,6.58,67.77,4.31,60,1.0490000000000002,75.0,BIAB
14114,American Pale Ale,1.053,5.74,39.92,10.38,60,1.044,70.0,BIAB
14115,American Pale Ale,1.06,5.95,50.41,5.51,60,1.044,66.6,All Grain
14116,American Pale Ale,1.051,5.27,12.9,4.1,60,1.043,70.0,All Grain
14122,American IPA,1.05,5.47,47.78,6.31,60,1.037,66.0,All Grain
14124,American IPA,1.067,7.07,51.21,6.93,60,1.044,70.0,BIAB
14125,American IPA,1.085,9.05,55.77,3.9,90,1.085,35.0,extract
14135,American IPA,1.054,5.82,0.0,10.96,60,1.037,70.0,BIAB
14140,American IPA,1.07,7.11,105.39,32.52,60,1.054,58.0,All Grain
14141,American Pale Ale,1.053,5.79,42.21,6.19,60,1.038,63.0,All Grain
14142,American Pale Ale,1.079,7.45,51.69,12.93,60,1.131,35.0,extract
14146,American Pale Ale,1.047,4.8,22.77,3.37,60,1.035,70.0,BIAB
14148,American IPA,1.069,7.35,105.26,8.84,60,1.0590000000000002,75.0,All Grain
14152,American Pale Ale,1.042,4.51,42.91,4.01,60,1.021,70.0,All Grain
14153,American Pale Ale,1.05,5.07,37.76,5.14,60,1.045,60.0,All Grain
14158,American Pale Ale,1.055,5.67,35.62,10.18,70,1.0490000000000002,80.0,All Grain
14159,American IPA,1.06,5.64,75.79,27.65,90,1.044,70.0,All Grain
14161,American Pale Ale,1.055,5.82,24.79,9.16,60,1.097,35.0,extract
14167,American Pale Ale,1.0590000000000002,6.09,29.77,7.69,75,1.043,70.0,All Grain
14168,American IPA,1.071,7.01,59.28,45.62,30,1.061,35.0,extract
14179,American IPA,1.042,4.38,28.99,5.71,60,1.025,75.0,All Grain
14183,American Pale Ale,1.048,4.63,34.25,5.25,60,1.04,75.0,All Grain
14184,American IPA,1.06,5.51,90.78,9.36,60,1.05,70.0,All Grain
14186,American Pale Ale,1.05,4.9,42.66,10.85,60,1.036,75.0,All Grain
14187,American Pale Ale,1.051,4.79,101.41,3.95,60,1.04,70.0,All Grain
14188,American Pale Ale,1.038,3.66,15.2,10.39,60,1.0090000000000001,35.0,extract
14190,American Pale Ale,1.063,6.81,38.14,9.2,60,1.046,79.0,BIAB
14191,American IPA,1.078,8.46,40.75,7.21,60,1.067,75.0,All Grain
14192,American Pale Ale,1.065,6.49,60.1,6.96,60,1.092,35.0,extract
14193,American Pale Ale,1.06,5.71,62.11,6.08,60,1.1,53.0,Partial Mash
14198,American IPA,1.05,4.92,44.03,11.82,60,1.111,50.0,extract
14204,American Pale Ale,1.046,4.94,35.33,5.55,60,1.041,70.0,All Grain
14205,American IPA,1.068,6.41,67.16,8.23,60,1.058,60.0,BIAB
14206,American IPA,1.063,6.57,100.3,6.17,60,1.0490000000000002,35.0,extract
14211,American IPA,1.072,7.26,51.04,7.44,90,1.053,75.0,All Grain
14216,American IPA,1.063,6.69,67.26,11.86,90,1.055,75.0,All Grain
14223,American Pale Ale,1.05,5.03,30.34,3.53,60,1.05,70.0,All Grain
14227,American IPA,1.071,7.1,73.48,7.24,60,1.047,70.0,All Grain
14230,American Pale Ale,1.052,5.13,52.0,8.94,60,1.104,25.0,extract
14231,American Pale Ale,1.054,5.06,44.79,9.69,60,1.102,70.0,Partial Mash
14235,American IPA,1.0590000000000002,5.79,20.28,4.58,60,1.043,60.0,BIAB
14236,American IPA,1.078,8.46,90.22,16.9,60,1.057,80.0,All Grain
14237,American Pale Ale,1.063,5.98,39.37,6.63,90,1.05,77.0,All Grain
14249,American Pale Ale,1.051,5.45,41.95,7.31,60,1.043,70.0,All Grain
14251,American IPA,1.0659999999999998,6.51,77.65,8.95,90,1.055,70.0,BIAB
