BeerID,Style,OG,ABV,IBU,Color,BoilTime,BoilGravity,Efficiency,BrewMethod
11101,American IPA,1.05,4.62,47.99,4.87,60,1.033,70.0,All Grain
11102,American IPA,1.051,5.09,39.74,7.07,60,1.041,75.0,All Grain
11104,American Pale Ale,1.051,5.58,35.94,4.81,60,1.041,75.0,All Grain
11105,American IPA,1.073,7.5,53.29,37.03,90,1.044,80.0,BIAB
11106,American IPA,1.083,8.7,94.79,32.85,60,1.064,75.0,All Grain
11110,American Pale Ale,1.057,5.58,66.43,8.81,90,1.041,70.0,All Grain
11113,American IPA,1.057,5.73,45.01,15.28,60,1.05,75.0,All Grain
11118,American Pale Ale,1.052,5.14,37.55,7.84,60,1.046,65.0,All Grain
11123,American IPA,1.069,6.82,59.28,7.04,60,1.051,80.0,BIAB
11124,American IPA,1.065,6.48,77.71,7.12,60,1.054,75.0,extract
11135,American IPA,1.055,5.11,53.11,4.35,60,1.046,70.0,All Grain
11137,American IPA,1.064,7.12,76.88,6.34,60,1.057,80.0,All Grain
11138,American Pale Ale,1.044,4.4,46.01,16.09,60,1.034,50.0,BIAB
11142,American Pale Ale,1.042,4.5,44.7,6.38,90,1.04,85.0,All Grain
11143,American IPA,1.07,7.4,63.2,8.88,60,1.054,81.0,All Grain
11145,American Pale Ale,1.044,4.54,33.95,3.9,60,1.037,70.0,All Grain
11153,American Pale Ale,1.05,5.18,40.45,5.53,60,1.043,70.0,All Grain
11159,American Pale Ale,1.058,5.86,43.28,7.33,60,1.045,72.0,All Grain
11168,American IPA,1.065,6.12,84.93,13.17,60,1.024,35.0,Partial Mash
11185,American IPA,1.038,3.76,46.23,8.23,60,1.032,70.0,All Grain
11196,American Pale Ale,1.053,5.63,43.05,7.31,60,1.04,72.0,All Grain
11201,American IPA,1.074,7.04,39.56,5.92,60,1.0170000000000001,70.0,Partial Mash
11205,American IPA,1.064,6.84,93.79,4.64,60,1.051,77.0,All Grain
11208,American Pale Ale,1.052,5.65,29.34,5.32,60,1.038,70.0,All Grain
11209,American IPA,1.07,7.41,187.56,8.05,90,1.028,35.0,extract
11224,American Pale Ale,1.061,6.12,49.29,6.28,90,1.044,70.0,All Grain
11226,American IPA,1.068,6.74,63.07,9.09,60,1.052,72.0,All Grain
11230,American IPA,1.06,6.51,66.99,13.13,60,1.044,73.0,All Grain
11234,American IPA,1.062,5.84,60.38,8.32,60,1.062,75.0,All Grain
11237,American Pale Ale,1.06,6.57,45.79,10.04,60,1.041,60.0,All Grain
11238,American IPA,1.074,7.36,100.95,7.79,75,1.055,68.0,All Grain
11243,American IPA,1.065,6.96,55.41,5.86,80,1.057,70.0,All Grain
11251,American IPA,1.074,7.34,51.61,6.46,70,1.06,65.0,BIAB
11253,American IPA,1.057,5.57,40.55,7.59,60,1.065,35.0,extract
11262,American IPA,1.07,6.76,191.54,6.56,60,1.057,75.0,All Grain
11265,American IPA,1.064,6.43,82.77,6.0,60,1.107,35.0,extract
11273,American Pale Ale,1.055,5.41,56.37,8.94,60,1.03,60.0,BIAB
11282,American Pale Ale,1.0590000000000002,5.98,27.04,4.62,60,1.042,70.0,All Grain
11284,American IPA,1.072,7.63,86.4,7.9,60,1.053,73.0,BIAB
11291,American IPA,1.061,6.53,64.51,6.55,85,1.05,70.0,BIAB
11300,American IPA,1.055,5.82,38.87,6.56,60,1.055,73.0,All Grain
11301,American Pale Ale,1.045,5.12,35.83,10.23,60,1.035,70.0,All Grain
11306,American IPA,1.06,6.47,82.57,19.8,60,1.052,80.0,All Grain
11312,American IPA,1.045,4.82,36.77,3.69,60,1.04,65.0,BIAB
11315,American IPA,1.065,6.68,44.5,7.94,60,1.048,78.0,All Grain
11318,American IPA,1.068,6.8,72.06,16.52,60,1.055,65.0,All Grain
11319,American IPA,1.065,6.89,83.03,10.42,90,1.055,77.0,All Grain
11325,American IPA,1.069,6.96,113.58,8.2,60,1.046,70.0,All Grain
11327,American Pale Ale,1.056,6.07,40.02,7.52,90,1.041,70.0,All Grain
11337,American IPA,1.0190000000000001,1.91,89.16,3.56,60,1.042,35.0,extract
11339,American Pale Ale,1.073,7.52,42.35,7.66,90,1.062,75.0,All Grain
11340,American Pale Ale,1.05,4.75,44.19,5.22,15,1.043,25.0,extract
11342,American IPA,1.081,8.44,97.17,4.6,60,1.0590000000000002,75.0,All Grain
11345,American IPA,1.068,6.46,24.18,7.86,60,1.054,80.0,All Grain
11346,American IPA,1.068,6.39,226.18,7.2,60,1.05,75.0,All Grain
11354,American Pale Ale,1.057,5.42,42.44,5.8,60,1.047,65.0,All Grain
11360,American Pale Ale,1.056,6.01,43.73,3.26,60,1.047,80.0,All Grain
11368,American Pale Ale,1.048,4.86,26.18,5.1,60,1.032,65.0,All Grain
11374,American IPA,1.068,6.42,73.2,14.15,60,1.053,74.0,All Grain
11377,American IPA,1.067,6.81,69.24,22.55,60,1.0490000000000002,70.0,All Grain
11383,American IPA,1.058,5.45,54.36,8.19,60,1.05,70.0,All Grain
11385,American IPA,1.069,7.25,85.86,40.91,60,1.054,65.0,All Grain
11389,American Pale Ale,1.058,6.06,42.46,12.01,60,1.05,35.0,extract
11391,American Pale Ale,1.065,6.77,56.43,7.58,60,1.05,75.0,All Grain
11396,American Pale Ale,1.058,6.21,76.63,8.69,60,1.045,35.0,extract
11399,American IPA,1.063,7.18,50.36,7.28,90,1.051,80.0,All Grain
11404,American IPA,1.062,6.32,63.16,9.25,60,1.053,65.0,BIAB
11412,American IPA,1.074,6.96,88.27,4.57,60,1.054,35.0,extract
11416,American Pale Ale,1.048,4.73,25.68,5.19,60,1.038,70.0,All Grain
11426,American IPA,1.065,6.12,82.76,9.35,60,1.062,70.0,All Grain
11429,American Pale Ale,1.052,5.24,43.41,5.56,60,1.036,75.0,BIAB
11432,American IPA,1.065,6.18,77.93,15.25,60,1.048,80.0,All Grain
11435,American IPA,1.053,5.61,30.31,7.19,60,1.033,35.0,All Grain
11437,American Pale Ale,1.054,5.83,42.32,5.85,60,1.037,75.0,All Grain
11442,American IPA,1.062,6.07,255.84,7.53,60,1.062,70.0,All Grain
11455,American IPA,1.063,6.72,80.87,7.76,60,1.052,65.0,BIAB
11460,American Pale Ale,1.064,6.04,24.67,4.03,60,1.054,75.0,All Grain
11461,American Pale Ale,1.058,5.71,63.48,8.02,90,1.1059999999999999,35.0,extract
11466,American IPA,1.053,4.71,165.55,6.81,60,1.0490000000000002,66.0,All Grain
11468,American Pale Ale,1.051,5.07,48.44,17.51,60,1.093,35.0,extract
11470,American IPA,1.061,6.59,79.42,18.74,60,1.0490000000000002,70.0,All Grain
11471,American Pale Ale,1.0490000000000002,4.27,41.41,6.57,60,1.0390000000000001,70.0,All Grain
11472,American Pale Ale,1.053,5.2,23.24,6.42,15,1.042,35.0,extract
11477,American IPA,1.058,5.85,32.68,4.38,60,1.058,62.0,All Grain
11478,American Pale Ale,1.051,5.51,32.28,4.43,60,1.046,80.0,All Grain
11483,American IPA,1.063,5.7,59.54,4.09,60,1.043,84.0,All Grain
11489,American IPA,1.0859999999999999,8.51,99.65,11.12,90,1.069,65.0,All Grain
11496,American Pale Ale,1.056,5.94,33.92,8.95,70,1.042,65.0,All Grain
11500,American IPA,1.064,6.29,74.11,7.8,60,1.048,73.0,All Grain
11506,American Pale Ale,1.057,5.63,39.92,6.87,60,1.042,75.0,All Grain
11508,American IPA,1.056,5.71,62.55,6.21,60,1.0290000000000001,60.0,BIAB
11509,American IPA,1.051,5.74,60.59,3.74,75,1.04,76.0,All Grain
11524,American IPA,1.065,6.4,62.92,8.08,60,1.054,70.0,All Grain
11533,American IPA,1.057,5.72,59.03,6.9,60,1.0490000000000002,77.0,BIAB
11538,American Pale Ale,1.051,5.04,31.39,8.62,60,1.08,35.0,extract
11540,American Pale Ale,1.0590000000000002,5.94,37.21,6.99,60,1.043,70.0,All Grain
11541,American IPA,1.0659999999999998,6.37,107.03,9.52,60,1.12,50.0,Partial Mash
11542,American IPA,1.0759999999999998,8.14,102.93,9.84,60,1.057,70.0,All Grain
11544,American IPA,1.071,6.72,74.64,7.33,60,1.063,65.0,All Grain
11553,American IPA,1.062,6.13,55.83,8.76,60,1.046,75.0,All Grain
11558,American IPA,1.054,5.44,53.82,7.27,60,1.045,72.0,BIAB
11566,American IPA,1.068,6.86,176.21,9.47,90,1.047,70.0,All Grain
11571,American IPA,1.054,4.95,116.91,5.71,90,1.037,70.0,All Grain
11584,American IPA,1.075,7.88,80.5,6.13,60,1.0590000000000002,70.0,All Grain
11594,American Pale Ale,1.0659999999999998,7.0,40.29,5.85,60,1.0659999999999998,35.0,extract
11597,American Pale Ale,1.061,5.78,44.66,5.61,60,1.056,70.0,All Grain
11603,American IPA,1.056,5.33,104.33,3.78,60,1.054,70.0,All Grain
11606,American IPA,1.051,5.59,109.35,7.5,60,1.0390000000000001,70.0,BIAB
11613,American IPA,1.065,6.56,55.3,8.17,90,1.033,35.0,extract
11615,American IPA,1.067,7.35,26.65,8.74,60,1.052,70.0,All Grain
11627,American IPA,1.043,4.48,64.92,4.52,60,1.041,70.0,All Grain
11628,American IPA,1.052,4.93,76.87,18.66,60,1.068,35.0,extract
11629,American Pale Ale,1.051,5.04,40.99,4.56,90,1.04,70.0,All Grain
11633,American Pale Ale,1.06,5.55,63.67,6.79,60,1.1,35.0,extract
11636,American IPA,1.062,6.59,65.07,16.77,60,1.024,35.0,extract
11642,American Pale Ale,1.061,5.65,46.35,6.04,60,1.044,73.0,BIAB
11647,American IPA,1.06,6.13,65.73,6.59,60,1.044,70.0,BIAB
11650,American Pale Ale,1.0590000000000002,5.61,24.47,9.24,60,1.0490000000000002,75.0,All Grain
11652,American IPA,1.061,6.09,59.54,4.43,60,1.044,75.0,All Grain
11653,American Pale Ale,1.044,4.73,48.95,4.47,75,1.042,80.0,All Grain
11671,American IPA,1.062,6.71,51.11,9.4,60,1.046,70.0,All Grain
11675,American Pale Ale,1.05,4.96,39.96,11.65,60,1.037,75.0,All Grain
11676,American IPA,1.047,4.93,78.68,10.81,90,1.041,80.0,BIAB
11678,American Pale Ale,1.048,5.01,19.34,4.25,90,1.042,70.0,All Grain
11684,American Pale Ale,1.054,5.86,68.03,7.13,60,1.036,70.0,BIAB
11691,American IPA,1.053,5.45,97.44,6.72,60,1.035,72.0,All Grain
11705,American IPA,1.065,6.43,40.32,11.51,60,1.044,70.0,All Grain
11715,American IPA,1.057,5.77,69.14,8.58,60,1.044,70.0,All Grain
11721,American Pale Ale,1.051,5.04,44.62,8.99,90,1.04,63.0,All Grain
11754,American IPA,1.0659999999999998,5.83,86.05,13.9,90,1.045,70.0,BIAB
11768,American Pale Ale,1.048,5.06,40.16,4.63,60,1.042,73.0,BIAB
11771,American Pale Ale,1.057,5.6,47.02,10.38,90,1.042,75.0,All Grain
11775,American IPA,1.069,6.88,68.94,4.87,60,1.061,70.0,All Grain
11783,American IPA,1.088,8.63,79.67,15.71,60,1.121,70.0,All Grain
11787,American Pale Ale,1.054,5.51,31.86,6.87,60,1.044,80.0,All Grain
11790,American IPA,1.067,6.57,66.39,8.44,90,1.061,90.0,All Grain
11793,American Pale Ale,1.051,5.51,50.95,6.38,60,1.041,80.0,All Grain
11807,American IPA,1.06,5.7,94.19,9.35,60,1.052,65.0,BIAB
11813,American Pale Ale,1.036,3.24,40.66,5.66,60,1.03,73.0,All Grain
11817,American IPA,1.0590000000000002,6.25,44.35,4.11,75,1.056,80.0,All Grain
11825,American IPA,1.07,6.74,74.76,8.16,60,1.047,70.0,BIAB
11829,American Pale Ale,1.052,5.5,53.67,6.48,90,1.037,68.0,All Grain
11837,American IPA,1.06,6.03,80.33,5.55,60,1.046,80.0,BIAB
11839,American Pale Ale,1.048,4.5,32.54,6.54,60,1.042,93.0,All Grain
11843,American IPA,1.0659999999999998,5.94,143.37,9.96,60,1.048,70.0,All Grain
11852,American Pale Ale,1.053,5.58,33.12,5.22,60,1.044,70.0,All Grain
11868,American IPA,1.054,5.41,53.53,8.75,60,1.048,70.0,BIAB
11882,American IPA,1.056,6.08,44.72,5.9,90,1.057,80.0,BIAB
11884,American Pale Ale,1.06,5.76,60.13,8.39,60,1.047,68.0,All Grain
11894,American Pale Ale,1.04,3.97,26.74,6.0,60,1.023,60.0,All Grain
11897,American IPA,1.055,5.94,57.67,4.21,60,1.045,67.0,BIAB
11900,American IPA,1.06,5.96,79.42,4.0,60,1.05,75.0,All Grain
11905,American IPA,1.065,5.9,59.73,12.25,75,1.053,71.0,BIAB
11907,American Pale Ale,1.058,5.99,37.02,13.2,90,1.042,70.0,All Grain
11908,American Pale Ale,1.048,4.5,30.79,5.59,45,1.143,56.0,Partial Mash
11910,American IPA,1.06,6.52,65.79,9.59,60,1.0390000000000001,70.0,All Grain
11911,American IPA,1.061,6.68,54.8,9.1,60,1.043,70.0,All Grain
11917,American IPA,1.05,4.84,94.09,11.61,60,1.0390000000000001,72.0,All Grain
11922,American Pale Ale,1.051,6.11,42.16,4.72,60,1.043,64.0,All Grain
11928,American Pale Ale,1.051,5.24,65.53,12.69,90,1.045,70.0,All Grain
11939,American IPA,1.074,6.97,125.97,14.52,45,1.05,70.0,BIAB
11940,American Pale Ale,1.055,5.94,44.98,8.57,60,1.04,70.0,BIAB
11942,American Pale Ale,1.055,5.37,37.08,15.69,90,1.045,75.0,All Grain
11948,American Pale Ale,1.05,5.04,20.8,3.76,60,1.042,68.0,BIAB
11950,American IPA,1.067,7.23,37.14,7.52,60,1.05,75.0,All Grain
11953,American IPA,1.064,7.23,67.25,7.08,90,1.047,68.0,All Grain
11963,American Pale Ale,1.061,5.85,29.45,7.69,60,1.051,70.0,All Grain
11964,American IPA,1.067,6.34,63.02,11.09,90,1.05,73.0,Partial Mash
11969,American Pale Ale,1.051,5.02,31.73,7.67,60,1.037,75.0,All Grain
11971,American Pale Ale,1.057,5.1,4.8,8.25,60,1.354,35.0,extract
11972,American Pale Ale,1.06,5.98,43.39,8.2,60,1.044,70.0,All Grain
11973,American IPA,1.072,7.08,67.99,9.04,65,1.0659999999999998,25.0,extract
11974,American IPA,1.069,7.42,31.18,6.9,60,1.058,72.0,All Grain
11998,American Pale Ale,1.0490000000000002,4.95,37.36,8.95,60,1.036,70.0,All Grain
12006,American IPA,1.056,5.97,58.66,9.36,60,1.052,75.0,All Grain
12008,American Pale Ale,1.053,5.79,31.7,9.13,30,1.0390000000000001,75.0,All Grain
12012,American IPA,1.071,7.01,92.29,8.71,60,1.051,67.0,All Grain
12013,American Pale Ale,1.052,5.46,40.39,4.5,60,1.031,75.0,All Grain
12023,American IPA,1.0659999999999998,7.09,61.93,10.73,60,1.054,80.0,All Grain
12029,American IPA,1.058,6.32,67.34,6.29,60,1.045,70.0,All Grain
12047,American Pale Ale,1.053,5.72,52.82,8.43,60,1.053,70.0,Partial Mash
12052,American Pale Ale,1.057,5.62,39.5,12.19,60,1.0490000000000002,35.0,extract
12065,American IPA,1.055,5.77,72.53,8.75,30,1.055,70.0,All Grain
12070,American Pale Ale,1.0590000000000002,6.36,28.47,4.38,90,1.051,80.0,All Grain
12074,American IPA,1.056,5.95,0.0,5.13,60,1.041,70.0,All Grain
12084,American IPA,1.078,7.75,107.92,9.99,60,1.057,77.0,All Grain
12086,American IPA,1.063,6.73,50.36,4.95,60,1.05,80.0,All Grain
12091,American Pale Ale,1.055,5.16,39.95,11.4,80,1.043,66.0,Partial Mash
12092,American IPA,1.065,7.25,65.76,11.9,60,1.055,74.0,All Grain
12102,American Pale Ale,1.057,5.96,29.5,7.64,60,1.0490000000000002,65.0,All Grain
12106,American IPA,1.078,7.17,43.92,12.56,60,1.057,35.0,BIAB
12109,American Pale Ale,1.056,5.5,0.0,8.49,60,1.0490000000000002,85.0,All Grain
12113,American Pale Ale,1.046,4.85,42.55,4.88,60,1.041,80.0,All Grain
12114,American IPA,1.06,6.39,51.04,5.71,60,1.044,75.0,All Grain
12121,American IPA,1.053,5.23,62.78,13.8,60,1.089,35.0,extract
12122,American IPA,1.074,8.01,102.57,8.66,60,1.045,74.0,All Grain
12135,American Pale Ale,1.05,5.46,46.81,7.62,90,1.041,80.0,All Grain
12149,American IPA,1.069,6.76,54.38,6.62,60,1.055,70.0,All Grain
12151,American IPA,1.064,6.51,68.21,11.78,60,1.054,65.0,All Grain
12158,American IPA,1.061,6.06,48.96,5.41,60,1.048,75.0,All Grain
12163,American IPA,1.064,6.26,57.83,6.18,65,1.0490000000000002,72.0,All Grain
12166,American Pale Ale,1.056,6.08,40.04,6.25,60,1.048,76.0,BIAB
12169,American Pale Ale,1.054,5.79,73.56,6.29,60,1.045,75.0,All Grain
12170,American IPA,1.053,5.69,73.72,4.48,75,1.04,35.0,extract
12173,American IPA,1.075,7.61,70.45,9.29,60,1.064,70.0,All Grain
12184,American Pale Ale,1.052,4.78,38.83,5.1,60,1.035,70.0,All Grain
12188,American IPA,1.0590000000000002,6.03,100.22,3.64,60,1.051,80.0,All Grain
12192,American Pale Ale,1.047,4.4,40.99,2.72,60,1.078,35.0,extract
12194,American Pale Ale,1.045,4.93,34.66,5.28,60,1.037,62.0,All Grain
12198,American IPA,1.069,7.33,95.61,5.71,60,1.046,70.0,All Grain
12204,American IPA,1.069,7.2,94.0,5.71,90,1.057,70.0,BIAB
12207,American IPA,1.068,6.8,64.62,6.29,60,1.06,84.0,BIAB
12209,American IPA,1.0759999999999998,7.61,61.55,8.84,60,1.06,72.0,All Grain
12211,American IPA,1.072,8.02,155.47,10.22,60,1.069,35.0,BIAB
12218,American IPA,1.052,5.61,58.24,6.14,60,1.047,75.0,All Grain
12250,American Pale Ale,1.068,6.64,33.06,13.52,60,1.06,70.0,All Grain
12251,American Pale Ale,1.055,5.95,43.37,7.07,60,1.044,65.0,All Grain
12255,American IPA,1.056,6.37,61.63,4.1,60,1.042,57.0,All Grain
12261,American Pale Ale,1.068,6.88,64.47,5.32,60,1.051,75.0,BIAB
12267,American Pale Ale,1.044,4.06,37.3,5.37,60,1.001,35.0,Partial Mash
12274,American IPA,1.061,6.37,17.07,3.81,60,1.044,75.0,All Grain
12276,American IPA,1.057,6.14,63.05,8.98,60,1.042,78.0,All Grain
12278,American IPA,1.062,6.18,61.42,8.19,90,1.047,70.0,All Grain
12281,American IPA,1.065,6.33,40.34,5.8,60,1.042,75.0,BIAB
12284,American IPA,1.0659999999999998,6.95,59.34,8.55,90,1.045,75.0,All Grain
12290,American IPA,1.074,7.16,89.7,9.59,60,1.058,75.0,All Grain
12302,American Pale Ale,1.0390000000000001,4.4,0.0,4.85,60,1.075,35.0,extract
12305,American IPA,1.061,6.33,172.37,4.96,60,1.053,65.0,All Grain
12314,American IPA,1.072,7.64,25.99,12.26,90,1.063,85.0,All Grain
12315,American IPA,1.081,7.69,102.66,11.81,45,1.067,70.0,BIAB
12316,American IPA,1.078,8.43,79.31,6.81,60,1.062,77.81,All Grain
12317,American Pale Ale,1.055,5.44,22.95,8.34,60,1.05,78.0,BIAB
12318,American IPA,1.07,7.35,193.52,8.62,60,1.05,70.0,BIAB
12325,American IPA,1.058,6.21,54.9,6.65,60,1.041,70.0,All Grain
12331,American IPA,1.063,6.82,67.54,7.01,70,1.054,70.0,BIAB
12342,American Pale Ale,1.053,5.0,80.82,6.21,60,1.045,70.0,All Grain
12345,American IPA,1.053,5.8,49.82,14.58,60,1.0659999999999998,80.0,BIAB
12355,American Pale Ale,1.053,5.72,40.63,4.01,60,1.043,68.0,All Grain
12357,American IPA,1.0659999999999998,7.2,50.02,11.06,85,1.053,65.0,All Grain
12365,American IPA,1.04,3.67,61.68,5.31,40,1.0270000000000001,60.0,All Grain
12370,American IPA,1.061,6.15,79.6,3.97,60,1.061,72.0,All Grain
12372,American IPA,1.073,7.13,73.4,8.06,60,1.0590000000000002,70.0,All Grain
12374,American IPA,1.0659999999999998,6.65,72.01,10.08,60,1.044,70.0,All Grain
12376,American IPA,1.071,7.57,48.87,9.78,60,1.052,77.0,All Grain
12380,American Pale Ale,1.055,5.85,26.89,5.54,60,1.037,60.0,All Grain
12385,American IPA,1.0659999999999998,6.24,49.75,35.99,60,1.057,70.0,All Grain
12399,American IPA,1.054,5.44,103.17,3.04,60,1.06,35.0,extract
12400,American Pale Ale,1.0659999999999998,6.6,36.85,6.96,60,1.051,70.0,All Grain
12401,American IPA,1.063,6.53,54.76,9.88,75,1.053,70.0,All Grain
12408,American IPA,1.065,7.1,74.9,7.74,60,1.054,70.0,All Grain
12413,American Pale Ale,1.056,6.14,17.02,3.7,60,1.046,70.0,All Grain
12416,American IPA,1.063,6.27,72.26,9.01,60,1.047,72.0,All Grain
12422,American IPA,1.069,7.36,274.99,3.78,90,1.058,35.0,extract
12423,American Pale Ale,1.054,5.27,44.61,11.27,60,1.036,70.0,All Grain
12429,American IPA,1.065,6.77,146.06,17.65,60,1.103,35.0,Partial Mash
12442,American IPA,1.065,6.42,90.45,12.49,90,1.058,70.0,All Grain
12444,American IPA,1.08,8.52,116.66,5.04,90,1.069,85.0,All Grain
12450,American IPA,1.07,6.98,66.18,6.96,75,1.06,70.0,All Grain
12454,American IPA,1.065,6.56,51.76,9.13,60,1.057,65.0,All Grain
12455,American IPA,1.056,5.33,85.32,7.52,60,1.054,70.0,All Grain
12463,American IPA,1.0659999999999998,7.31,53.95,10.2,60,1.048,65.0,All Grain
12464,American IPA,1.045,4.53,85.83,10.18,65,1.032,85.0,All Grain
12482,American Pale Ale,1.051,5.01,12.46,9.32,60,1.094,35.0,extract
12484,American IPA,1.056,5.45,37.96,10.85,30,1.04,70.0,Partial Mash
12492,American IPA,1.074,8.0,286.31,6.48,90,1.065,75.0,All Grain
12499,American IPA,1.057,5.82,44.9,4.38,60,1.057,70.0,BIAB
12508,American Pale Ale,1.056,6.13,32.53,12.09,90,1.0390000000000001,75.0,All Grain
12516,American IPA,1.065,6.74,65.26,7.13,60,1.052,65.0,All Grain
12530,American IPA,1.072,7.09,163.96,11.67,60,1.061,35.0,extract
12536,American Pale Ale,1.055,5.4,33.92,5.1,60,1.069,65.0,BIAB
12538,American Pale Ale,1.05,5.29,34.09,2.71,60,1.042,80.0,All Grain
12544,American Pale Ale,1.052,4.72,195.59,11.13,60,1.038,65.0,All Grain
12554,American IPA,1.079,7.46,119.65,40.0,80,1.058,68.0,All Grain
12557,American IPA,1.065,7.12,80.97,6.06,60,1.048,70.0,BIAB
12566,American IPA,1.068,7.3,65.02,6.74,60,1.046,75.0,BIAB
12571,American IPA,1.061,6.4,96.1,4.52,60,1.056,73.0,All Grain
12577,American IPA,1.053,5.0,52.17,8.19,60,1.033,60.0,All Grain
12582,American Pale Ale,1.057,6.23,37.45,4.42,60,1.0490000000000002,70.0,All Grain
12584,American Pale Ale,1.046,5.05,36.08,4.36,60,1.041,60.0,All Grain
12585,American Pale Ale,1.051,5.11,30.36,6.73,60,1.042,60.0,All Grain
12592,American IPA,1.053,5.24,59.08,6.68,60,1.0490000000000002,73.0,BIAB
12596,American IPA,1.063,6.19,61.94,4.1,90,1.0490000000000002,35.0,extract
12605,American Pale Ale,1.064,6.55,15.69,5.19,60,1.047,80.0,All Grain
12607,American Pale Ale,1.05,5.38,45.8,7.95,60,1.042,70.0,BIAB
12611,American IPA,1.069,7.38,93.89,7.55,69,1.052,65.0,All Grain
12616,American Pale Ale,1.068,6.38,69.64,9.32,90,1.113,70.0,Partial Mash
12617,American IPA,1.065,6.86,132.11,6.71,60,1.155,35.0,extract
12622,American IPA,1.057,6.21,55.4,11.86,60,1.051,70.0,BIAB
12626,American Pale Ale,1.0490000000000002,4.79,33.54,3.96,60,1.045,70.0,All Grain
12641,American IPA,1.061,5.74,26.96,10.77,60,1.006,35.0,extract
12645,American IPA,1.072,7.2,65.85,7.58,60,1.051,65.0,All Grain
12650,American IPA,1.055,5.81,83.4,5.25,60,1.044,55.0,All Grain
12655,American Pale Ale,1.056,5.32,40.69,9.52,60,1.047,70.0,All Grain
12656,American Pale Ale,1.058,5.48,30.03,5.88,60,1.111,35.0,extract
12658,American IPA,1.065,6.56,64.7,8.19,60,1.064,35.0,extract
12659,American IPA,1.067,6.56,100.43,4.38,60,1.044,75.0,All Grain
12660,American Pale Ale,1.054,5.12,30.72,9.09,60,1.044,65.0,All Grain
12669,American Pale Ale,1.048,5.13,56.18,7.89,60,1.035,67.0,BIAB
12670,American Pale Ale,1.05,5.2,26.23,7.0,60,1.041,71.0,All Grain
12682,American Pale Ale,1.054,5.33,36.23,7.07,60,1.043,76.0,All Grain
12684,American IPA,1.062,6.6,61.35,9.51,60,1.0490000000000002,15.0,extract
12691,American IPA,1.064,6.45,65.14,7.4,60,1.047,70.0,All Grain
12693,American IPA,1.0659999999999998,7.11,47.29,11.58,60,1.0490000000000002,70.0,BIAB
12694,American Pale Ale,1.045,4.84,54.57,4.09,60,1.04,75.0,All Grain
12705,American Pale Ale,1.051,5.37,41.25,6.74,60,1.051,60.0,BIAB
12706,American Pale Ale,1.056,5.6,39.47,5.6,60,1.0390000000000001,75.0,BIAB
12709,American IPA,1.056,6.25,58.47,6.35,60,1.129,35.0,extract
12714,American IPA,1.041,4.1,61.99,6.76,60,1.022,45.0,All Grain
12717,American IPA,1.055,6.06,115.86,4.49,60,1.0490000000000002,70.0,All Grain
12719,American IPA,1.063,6.19,84.28,9.01,60,1.105,35.0,extract
12721,American IPA,1.061,6.01,35.11,7.25,60,1.052,70.0,All Grain
12726,American Pale Ale,1.047,4.52,30.07,5.17,30,1.033,80.0,BIAB
12727,American IPA,1.074,6.57,72.16,8.08,60,1.054,70.0,All Grain
12736,American IPA,1.061,5.77,58.59,13.16,90,1.038,70.0,All Grain
12741,American Pale Ale,1.048,5.13,42.65,5.31,60,1.036,72.0,All Grain
12743,American IPA,1.06,6.28,74.52,5.21,60,1.052,78.0,All Grain
12748,American Pale Ale,1.053,6.49,65.43,5.57,60,1.046,65.0,BIAB
12749,American IPA,1.0659999999999998,7.06,79.0,10.69,60,1.055,35.0,extract
12750,American IPA,1.054,6.83,87.2,3.86,60,1.045,59.0,BIAB
12753,American IPA,1.056,5.49,94.43,4.08,60,1.041,65.0,BIAB
12760,American Pale Ale,1.075,7.25,67.15,12.93,60,1.053,75.0,All Grain
12766,American IPA,1.062,6.8,86.22,6.61,60,1.055,70.0,BIAB
12774,American Pale Ale,1.053,5.54,58.14,5.07,60,1.044,69.0,BIAB
12775,American Pale Ale,1.041,4.31,27.61,6.57,90,1.036,70.0,All Grain
12782,American Pale Ale,1.05,4.56,30.26,8.78,60,1.045,65.0,All Grain
12796,American IPA,1.069,6.59,96.51,10.25,60,1.046,70.0,All Grain
12819,American IPA,1.0759999999999998,7.01,81.26,8.8,90,1.058,68.0,All Grain
12820,American Pale Ale,1.051,5.58,40.85,6.76,60,1.037,60.0,All Grain
12821,American IPA,1.061,6.5,105.97,10.67,60,1.0759999999999998,35.0,extract
12826,American IPA,1.071,7.26,113.94,9.15,90,1.06,70.0,All Grain
12827,American IPA,1.06,6.46,61.17,11.04,60,1.045,60.0,All Grain
12831,American IPA,1.068,6.72,94.67,11.06,90,1.0390000000000001,65.0,All Grain
12841,American IPA,1.07,6.85,81.15,8.85,60,1.1159999999999999,35.0,extract
12842,American Pale Ale,1.056,6.18,32.8,5.57,60,1.031,70.0,All Grain
12843,American IPA,1.065,6.6,70.22,10.74,90,1.0390000000000001,70.0,All Grain
12844,American IPA,1.0590000000000002,6.83,93.19,8.41,60,1.05,70.0,All Grain
12853,American IPA,1.092,9.49,115.47,6.79,90,1.065,70.0,All Grain
12856,American IPA,1.063,5.93,26.0,5.22,60,1.058,75.0,All Grain
12857,American IPA,1.063,6.16,51.19,8.98,60,1.052,70.0,extract
12862,American IPA,1.07,7.94,82.8,7.88,60,1.055,80.0,All Grain
12864,American IPA,1.063,6.23,64.4,9.71,60,1.0490000000000002,35.0,extract
